label,similarity,image_path
19,0.3730243444442749,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01592084/n01592084_21705.JPEG
20,0.3728097677230835,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01601694/n01601694_13787.JPEG
21,0.3701295852661133,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01608432/n01608432_29198.JPEG
22,0.363983690738678,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01614925/n01614925_2052.JPEG
23,0.3763970732688904,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01616318/n01616318_13293.JPEG
24,0.3553732633590698,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01622779/n01622779_17069.JPEG
25,0.36852791905403137,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01629819/n01629819_16261.JPEG
26,0.3901142477989197,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01630670/n01630670_466.JPEG
27,0.36980709433555603,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01631663/n01631663_8303.JPEG
28,0.3836652934551239,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01632458/n01632458_429.JPEG
29,0.3749657869338989,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01632777/n01632777_19644.JPEG
30,0.36760199069976807,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01641577/n01641577_12306.JPEG
31,0.37121400237083435,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01644373/n01644373_3916.JPEG
32,0.37430161237716675,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01644900/n01644900_17058.JPEG
33,0.3866507411003113,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01664065/n01664065_2388.JPEG
34,0.38002079725265503,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01665541/n01665541_10450.JPEG
35,0.37072351574897766,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01667114/n01667114_17486.JPEG
36,0.37877747416496277,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01667778/n01667778_4767.JPEG
37,0.37179213762283325,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01669191/n01669191_9769.JPEG
38,0.38598501682281494,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01675722/n01675722_2947.JPEG
39,0.38660889863967896,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01677366/n01677366_12346.JPEG
40,0.3767140507698059,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01682714/n01682714_3486.JPEG
41,0.37789976596832275,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01685808/n01685808_4095.JPEG
42,0.3894665539264679,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01687978/n01687978_5200.JPEG
43,0.397615522146225,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01688243/n01688243_3718.JPEG
44,0.3827323317527771,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01689811/n01689811_1575.JPEG
45,0.3810478448867798,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01692333/n01692333_517.JPEG
46,0.36857882142066956,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01693334/n01693334_7099.JPEG
47,0.38578489422798157,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01694178/n01694178_3308.JPEG
48,0.364889919757843,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01695060/n01695060_20953.JPEG
49,0.38185393810272217,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01697457/n01697457_8983.JPEG
50,0.36886364221572876,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01698640/n01698640_2088.JPEG
51,0.35916244983673096,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01704323/n01704323_2121.JPEG
52,0.3859502375125885,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01728572/n01728572_6105.JPEG
53,0.3822353780269623,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01728920/n01728920_4828.JPEG
54,0.3829682469367981,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01729322/n01729322_6402.JPEG
55,0.3776501715183258,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01729977/n01729977_5742.JPEG
56,0.38817891478538513,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01734418/n01734418_928.JPEG
57,0.3825990557670593,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01735189/n01735189_4260.JPEG
58,0.38978442549705505,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01737021/n01737021_22389.JPEG
59,0.3956940770149231,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01739381/n01739381_10589.JPEG
60,0.3829464912414551,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01740131/n01740131_7338.JPEG
61,0.38769620656967163,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01742172/n01742172_17103.JPEG
62,0.3942188620567322,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01744401/n01744401_33187.JPEG
63,0.4096311926841736,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01748264/n01748264_10196.JPEG
64,0.3792165517807007,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01749939/n01749939_8605.JPEG
65,0.37335556745529175,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01751748/n01751748_2142.JPEG
66,0.3820967674255371,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01753488/n01753488_1566.JPEG
67,0.38212087750434875,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01755581/n01755581_11604.JPEG
68,0.36539724469184875,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01756291/n01756291_10594.JPEG
69,0.36708980798721313,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01768244/n01768244_4718.JPEG
70,0.3768681585788727,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01770081/n01770081_12331.JPEG
71,0.3860227167606354,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01770393/n01770393_21328.JPEG
72,0.36896467208862305,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01773157/n01773157_9503.JPEG
73,0.37651947140693665,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01773549/n01773549_188.JPEG
74,0.3679738938808441,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01773797/n01773797_132.JPEG
75,0.37152954936027527,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01774384/n01774384_4120.JPEG
76,0.37503689527511597,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01774750/n01774750_7792.JPEG
77,0.38017451763153076,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01775062/n01775062_1144.JPEG
78,0.37615281343460083,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01776313/n01776313_9956.JPEG
79,0.38242435455322266,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01784675/n01784675_1765.JPEG
80,0.3816341459751129,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01795545/n01795545_9283.JPEG
81,0.3779909908771515,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01796340/n01796340_7725.JPEG
82,0.37060776352882385,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01797886/n01797886_21638.JPEG
83,0.36529070138931274,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01798484/n01798484_20519.JPEG
84,0.38404518365859985,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01806143/n01806143_1539.JPEG
85,0.38871628046035767,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01806567/n01806567_3264.JPEG
86,0.3714478015899658,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01807496/n01807496_6213.JPEG
87,0.3617681860923767,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01817953/n01817953_33037.JPEG
88,0.36323854327201843,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01818515/n01818515_2704.JPEG
89,0.37377917766571045,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01819313/n01819313_1001.JPEG
90,0.3621017038822174,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01820546/n01820546_1021.JPEG
91,0.37158697843551636,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01824575/n01824575_8305.JPEG
92,0.3719371259212494,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01828970/n01828970_2692.JPEG
93,0.38697224855422974,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01829413/n01829413_2599.JPEG
94,0.38181909918785095,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01833805/n01833805_6442.JPEG
95,0.36551064252853394,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01843065/n01843065_7231.JPEG
96,0.3683799207210541,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01843383/n01843383_6926.JPEG
97,0.3753512501716614,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01847000/n01847000_8009.JPEG
98,0.3782440423965454,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01855032/n01855032_7277.JPEG
99,0.38634011149406433,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01855672/n01855672_8585.JPEG
100,0.3665385842323303,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01860187/n01860187_9844.JPEG
101,0.37640923261642456,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01871265/n01871265_1685.JPEG
102,0.35122379660606384,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01872401/n01872401_5606.JPEG
103,0.38566988706588745,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01873310/n01873310_15087.JPEG
104,0.3663850426673889,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01877812/n01877812_2621.JPEG
105,0.3622938096523285,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01882714/n01882714_11954.JPEG
106,0.37629327178001404,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01883070/n01883070_208.JPEG
107,0.36950743198394775,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01910747/n01910747_6582.JPEG
108,0.371823787689209,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01914609/n01914609_8613.JPEG
109,0.3810252845287323,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01917289/n01917289_440.JPEG
110,0.39038950204849243,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01924916/n01924916_8028.JPEG
111,0.37589436769485474,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01930112/n01930112_20423.JPEG
112,0.3939238488674164,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01943899/n01943899_19724.JPEG
113,0.3752153217792511,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01944390/n01944390_18115.JPEG
114,0.39412280917167664,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01945685/n01945685_7304.JPEG
115,0.38294893503189087,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01950731/n01950731_10150.JPEG
116,0.36976510286331177,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01955084/n01955084_9484.JPEG
117,0.37894588708877563,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01968897/n01968897_2732.JPEG
118,0.38467928767204285,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01978287/n01978287_6178.JPEG
119,0.38860005140304565,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01978455/n01978455_1013.JPEG
120,0.3848123550415039,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01980166/n01980166_2988.JPEG
121,0.3811371922492981,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01981276/n01981276_13088.JPEG
122,0.3814961910247803,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01983481/n01983481_16868.JPEG
123,0.3708704710006714,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01984695/n01984695_105854.JPEG
124,0.3883545696735382,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01985128/n01985128_6006.JPEG
125,0.38614320755004883,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01986214/n01986214_33360.JPEG
126,0.40070104598999023,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n01990800/n01990800_3593.JPEG
127,0.3683133125305176,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02002556/n02002556_8327.JPEG
128,0.3922848701477051,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02002724/n02002724_4247.JPEG
129,0.3718602657318115,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02006656/n02006656_17469.JPEG
130,0.3543877601623535,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02007558/n02007558_7798.JPEG
131,0.3754735589027405,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02009229/n02009229_1917.JPEG
132,0.36311620473861694,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02009912/n02009912_11978.JPEG
133,0.3815091848373413,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02011460/n02011460_9600.JPEG
134,0.38476285338401794,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02012849/n02012849_8138.JPEG
135,0.38418710231781006,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02013706/n02013706_7878.JPEG
136,0.3689734935760498,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02017213/n02017213_147.JPEG
137,0.36508381366729736,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02018207/n02018207_16144.JPEG
138,0.37369388341903687,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02018795/n02018795_1927.JPEG
139,0.37823182344436646,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02025239/n02025239_4151.JPEG
140,0.3701551556587219,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02027492/n02027492_12501.JPEG
141,0.36715543270111084,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02028035/n02028035_15612.JPEG
142,0.3674820065498352,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02033041/n02033041_10153.JPEG
143,0.37413132190704346,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02037110/n02037110_201.JPEG
144,0.37638187408447266,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02051845/n02051845_14794.JPEG
145,0.3648240864276886,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02056570/n02056570_727.JPEG
146,0.3688902258872986,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02058221/n02058221_4665.JPEG
147,0.37240490317344666,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02066245/n02066245_11880.JPEG
148,0.36137205362319946,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02071294/n02071294_3045.JPEG
149,0.369145005941391,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02074367/n02074367_769.JPEG
150,0.3716909885406494,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02077923/n02077923_5982.JPEG
151,0.37684157490730286,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02085620/n02085620_6259.JPEG
152,0.3771192133426666,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02085782/n02085782_1058.JPEG
153,0.36493632197380066,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02085936/n02085936_22470.JPEG
154,0.3800754249095917,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02086079/n02086079_4775.JPEG
155,0.3847363293170929,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02086240/n02086240_10484.JPEG
156,0.3726617693901062,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02086646/n02086646_6943.JPEG
157,0.38300231099128723,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02086910/n02086910_14565.JPEG
158,0.39085206389427185,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02087046/n02087046_8379.JPEG
159,0.3920562267303467,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02087394/n02087394_8988.JPEG
160,0.3939899504184723,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02088094/n02088094_4050.JPEG
161,0.37799072265625,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02088238/n02088238_8541.JPEG
162,0.37719985842704773,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02088364/n02088364_2270.JPEG
163,0.38054144382476807,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02088466/n02088466_1849.JPEG
164,0.3780238628387451,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02088632/n02088632_5349.JPEG
165,0.38110774755477905,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02089078/n02089078_2931.JPEG
166,0.3972301185131073,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02089867/n02089867_8369.JPEG
167,0.3946688175201416,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02089973/n02089973_5340.JPEG
168,0.38659167289733887,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02090379/n02090379_856.JPEG
169,0.38148221373558044,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02090622/n02090622_5093.JPEG
170,0.3840576112270355,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02090721/n02090721_1873.JPEG
171,0.3929223418235779,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02091032/n02091032_9050.JPEG
172,0.37375420331954956,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02091134/n02091134_9607.JPEG
173,0.38800325989723206,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02091244/n02091244_12881.JPEG
174,0.38394662737846375,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02091467/n02091467_11476.JPEG
175,0.38938915729522705,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02091635/n02091635_4945.JPEG
176,0.37996745109558105,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02091831/n02091831_9815.JPEG
177,0.376264750957489,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02092002/n02092002_10099.JPEG
178,0.38317862153053284,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02092339/n02092339_844.JPEG
179,0.3738827705383301,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02093256/n02093256_12350.JPEG
180,0.37202465534210205,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02093428/n02093428_17057.JPEG
181,0.37562403082847595,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02093647/n02093647_7704.JPEG
182,0.371891051530838,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02093754/n02093754_5764.JPEG
183,0.3819352090358734,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02093859/n02093859_2750.JPEG
184,0.38699984550476074,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02093991/n02093991_5157.JPEG
185,0.37568116188049316,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02094114/n02094114_4369.JPEG
186,0.3935372531414032,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02094258/n02094258_6391.JPEG
187,0.37732547521591187,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02094433/n02094433_25475.JPEG
188,0.3970899283885956,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02095314/n02095314_807.JPEG
189,0.37814652919769287,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02095570/n02095570_3160.JPEG
190,0.39648914337158203,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02095889/n02095889_1350.JPEG
191,0.3726721405982971,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02096051/n02096051_2078.JPEG
192,0.38483840227127075,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02096177/n02096177_7637.JPEG
193,0.388014554977417,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02096294/n02096294_5757.JPEG
194,0.39427781105041504,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02096437/n02096437_5125.JPEG
195,0.37548649311065674,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02096585/n02096585_8018.JPEG
196,0.39041587710380554,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02097047/n02097047_3098.JPEG
197,0.3748461604118347,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02097130/n02097130_6182.JPEG
198,0.3804183006286621,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02097209/n02097209_2974.JPEG
199,0.3849632740020752,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02097298/n02097298_10622.JPEG
200,0.37359482049942017,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02097474/n02097474_11263.JPEG
201,0.37782609462738037,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02097658/n02097658_7987.JPEG
202,0.38733595609664917,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02098105/n02098105_3929.JPEG
203,0.37676581740379333,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02098286/n02098286_5904.JPEG
204,0.3722594976425171,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02098413/n02098413_53.JPEG
205,0.3698423504829407,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02099267/n02099267_1283.JPEG
206,0.3843267858028412,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02099429/n02099429_2647.JPEG
207,0.37435758113861084,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02099601/n02099601_10569.JPEG
208,0.37829479575157166,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02099712/n02099712_2711.JPEG
209,0.38020917773246765,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02099849/n02099849_1090.JPEG
210,0.387819766998291,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02100236/n02100236_6855.JPEG
211,0.4132338762283325,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02100583/n02100583_23484.JPEG
212,0.3910912871360779,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02100735/n02100735_8414.JPEG
213,0.3670315146446228,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02100877/n02100877_20982.JPEG
214,0.3758236765861511,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02101006/n02101006_12179.JPEG
215,0.37612152099609375,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02101388/n02101388_1445.JPEG
216,0.3756523132324219,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02101556/n02101556_5537.JPEG
217,0.3725094497203827,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02102040/n02102040_7792.JPEG
218,0.38299277424812317,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02102177/n02102177_3247.JPEG
219,0.3826162815093994,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02102318/n02102318_6784.JPEG
220,0.364947646856308,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02102480/n02102480_6902.JPEG
221,0.38295161724090576,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02102973/n02102973_7858.JPEG
222,0.38095980882644653,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02104029/n02104029_5625.JPEG
223,0.37785083055496216,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02104365/n02104365_114.JPEG
224,0.376508891582489,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02105056/n02105056_8860.JPEG
225,0.3754800856113434,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02105162/n02105162_3835.JPEG
226,0.37780994176864624,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02105251/n02105251_4809.JPEG
227,0.38782307505607605,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02105412/n02105412_2513.JPEG
228,0.3746829628944397,/space0/fancy/project/PKT/./datasets/data/ILSVRC2012/train/n02105505/n02105505_3786.JPEG
