label,probability,image_path
47,0.9999877214431763,./datasets/data/ILSVRC2012/train/n01694178/n01694178_8325.JPEG
48,0.9999666213989258,./datasets/data/ILSVRC2012/train/n01695060/n01695060_29963.JPEG
49,0.9999749660491943,./datasets/data/ILSVRC2012/train/n01697457/n01697457_423.JPEG
50,0.9999028444290161,./datasets/data/ILSVRC2012/train/n01698640/n01698640_19690.JPEG
51,0.999947190284729,./datasets/data/ILSVRC2012/train/n01704323/n01704323_7536.JPEG
52,0.999982476234436,./datasets/data/ILSVRC2012/train/n01728572/n01728572_25522.JPEG
53,0.9999980926513672,./datasets/data/ILSVRC2012/train/n01728920/n01728920_13942.JPEG
54,0.9999513626098633,./datasets/data/ILSVRC2012/train/n01729322/n01729322_3417.JPEG
55,0.9997814297676086,./datasets/data/ILSVRC2012/train/n01729977/n01729977_5742.JPEG
56,0.9999712705612183,./datasets/data/ILSVRC2012/train/n01734418/n01734418_10369.JPEG
57,0.999964714050293,./datasets/data/ILSVRC2012/train/n01735189/n01735189_13710.JPEG
58,0.9999791383743286,./datasets/data/ILSVRC2012/train/n01737021/n01737021_13278.JPEG
59,0.999974250793457,./datasets/data/ILSVRC2012/train/n01739381/n01739381_5508.JPEG
60,0.9999690055847168,./datasets/data/ILSVRC2012/train/n01740131/n01740131_2473.JPEG
61,0.9999867677688599,./datasets/data/ILSVRC2012/train/n01742172/n01742172_4377.JPEG
62,0.999993085861206,./datasets/data/ILSVRC2012/train/n01744401/n01744401_8492.JPEG
63,0.9999830722808838,./datasets/data/ILSVRC2012/train/n01748264/n01748264_1051.JPEG
64,0.9998977184295654,./datasets/data/ILSVRC2012/train/n01749939/n01749939_5136.JPEG
65,0.9999521970748901,./datasets/data/ILSVRC2012/train/n01751748/n01751748_5782.JPEG
66,0.999890923500061,./datasets/data/ILSVRC2012/train/n01753488/n01753488_1554.JPEG
67,0.9999756813049316,./datasets/data/ILSVRC2012/train/n01755581/n01755581_28159.JPEG
68,0.9998657703399658,./datasets/data/ILSVRC2012/train/n01756291/n01756291_10594.JPEG
69,0.9999759197235107,./datasets/data/ILSVRC2012/train/n01768244/n01768244_6015.JPEG
70,0.9999384880065918,./datasets/data/ILSVRC2012/train/n01770081/n01770081_6664.JPEG
71,0.9999871253967285,./datasets/data/ILSVRC2012/train/n01770393/n01770393_21328.JPEG
72,0.9992222785949707,./datasets/data/ILSVRC2012/train/n01773157/n01773157_9492.JPEG
73,0.9999842643737793,./datasets/data/ILSVRC2012/train/n01773549/n01773549_3783.JPEG
74,0.9993645548820496,./datasets/data/ILSVRC2012/train/n01773797/n01773797_3013.JPEG
75,0.9999840259552002,./datasets/data/ILSVRC2012/train/n01774384/n01774384_4410.JPEG
76,0.9999047517776489,./datasets/data/ILSVRC2012/train/n01774750/n01774750_8906.JPEG
77,0.9999418258666992,./datasets/data/ILSVRC2012/train/n01775062/n01775062_1144.JPEG
78,0.9999738931655884,./datasets/data/ILSVRC2012/train/n01776313/n01776313_38268.JPEG
79,0.9999926090240479,./datasets/data/ILSVRC2012/train/n01784675/n01784675_7088.JPEG
80,0.9999421834945679,./datasets/data/ILSVRC2012/train/n01795545/n01795545_5776.JPEG
81,0.9999818801879883,./datasets/data/ILSVRC2012/train/n01796340/n01796340_16146.JPEG
82,0.9997648596763611,./datasets/data/ILSVRC2012/train/n01797886/n01797886_32060.JPEG
83,0.9999459981918335,./datasets/data/ILSVRC2012/train/n01798484/n01798484_10330.JPEG
84,0.9999641180038452,./datasets/data/ILSVRC2012/train/n01806143/n01806143_10514.JPEG
85,0.9999405145645142,./datasets/data/ILSVRC2012/train/n01806567/n01806567_10894.JPEG
86,0.9986525177955627,./datasets/data/ILSVRC2012/train/n01807496/n01807496_15458.JPEG
87,0.9999403953552246,./datasets/data/ILSVRC2012/train/n01817953/n01817953_12243.JPEG
88,0.9999076128005981,./datasets/data/ILSVRC2012/train/n01818515/n01818515_7665.JPEG
89,0.9999594688415527,./datasets/data/ILSVRC2012/train/n01819313/n01819313_15093.JPEG
90,0.9999611377716064,./datasets/data/ILSVRC2012/train/n01820546/n01820546_3914.JPEG
91,0.9999891519546509,./datasets/data/ILSVRC2012/train/n01824575/n01824575_3304.JPEG
92,0.9999485015869141,./datasets/data/ILSVRC2012/train/n01828970/n01828970_7564.JPEG
93,0.9999914169311523,./datasets/data/ILSVRC2012/train/n01829413/n01829413_367.JPEG
94,0.9999769926071167,./datasets/data/ILSVRC2012/train/n01833805/n01833805_592.JPEG
95,0.999862551689148,./datasets/data/ILSVRC2012/train/n01843065/n01843065_936.JPEG
96,0.9999489784240723,./datasets/data/ILSVRC2012/train/n01843383/n01843383_8328.JPEG
97,0.9999626874923706,./datasets/data/ILSVRC2012/train/n01847000/n01847000_10216.JPEG
98,0.9999973773956299,./datasets/data/ILSVRC2012/train/n01855032/n01855032_7277.JPEG
99,0.9999728202819824,./datasets/data/ILSVRC2012/train/n01855672/n01855672_10.JPEG
100,0.999942421913147,./datasets/data/ILSVRC2012/train/n01860187/n01860187_38167.JPEG
101,0.9998840093612671,./datasets/data/ILSVRC2012/train/n01871265/n01871265_1272.JPEG
102,0.9998738765716553,./datasets/data/ILSVRC2012/train/n01872401/n01872401_5413.JPEG
103,0.9999796152114868,./datasets/data/ILSVRC2012/train/n01873310/n01873310_26041.JPEG
104,0.999881386756897,./datasets/data/ILSVRC2012/train/n01877812/n01877812_882.JPEG
105,0.9998273849487305,./datasets/data/ILSVRC2012/train/n01882714/n01882714_11954.JPEG
106,0.9999762773513794,./datasets/data/ILSVRC2012/train/n01883070/n01883070_208.JPEG
107,0.9999686479568481,./datasets/data/ILSVRC2012/train/n01910747/n01910747_7200.JPEG
108,0.9999179840087891,./datasets/data/ILSVRC2012/train/n01914609/n01914609_8031.JPEG
109,0.9999284744262695,./datasets/data/ILSVRC2012/train/n01917289/n01917289_743.JPEG
110,0.9999822378158569,./datasets/data/ILSVRC2012/train/n01924916/n01924916_4468.JPEG
111,0.9999947547912598,./datasets/data/ILSVRC2012/train/n01930112/n01930112_6145.JPEG
112,0.9999850988388062,./datasets/data/ILSVRC2012/train/n01943899/n01943899_14180.JPEG
113,0.99989914894104,./datasets/data/ILSVRC2012/train/n01944390/n01944390_37297.JPEG
114,0.9999634027481079,./datasets/data/ILSVRC2012/train/n01945685/n01945685_8996.JPEG
115,0.9999110698699951,./datasets/data/ILSVRC2012/train/n01950731/n01950731_11695.JPEG
116,0.9999803304672241,./datasets/data/ILSVRC2012/train/n01955084/n01955084_3049.JPEG
117,0.9999743700027466,./datasets/data/ILSVRC2012/train/n01968897/n01968897_8937.JPEG
118,0.9999269247055054,./datasets/data/ILSVRC2012/train/n01978287/n01978287_6178.JPEG
119,0.9999810457229614,./datasets/data/ILSVRC2012/train/n01978455/n01978455_5301.JPEG
120,0.9999940395355225,./datasets/data/ILSVRC2012/train/n01980166/n01980166_2737.JPEG
121,0.9999905824661255,./datasets/data/ILSVRC2012/train/n01981276/n01981276_702.JPEG
122,0.9999198913574219,./datasets/data/ILSVRC2012/train/n01983481/n01983481_26241.JPEG
123,0.9999520778656006,./datasets/data/ILSVRC2012/train/n01984695/n01984695_6847.JPEG
124,0.9999821186065674,./datasets/data/ILSVRC2012/train/n01985128/n01985128_5815.JPEG
125,0.9999717473983765,./datasets/data/ILSVRC2012/train/n01986214/n01986214_17189.JPEG
126,0.9999938011169434,./datasets/data/ILSVRC2012/train/n01990800/n01990800_5251.JPEG
127,0.9998600482940674,./datasets/data/ILSVRC2012/train/n02002556/n02002556_1493.JPEG
128,0.9999943971633911,./datasets/data/ILSVRC2012/train/n02002724/n02002724_4247.JPEG
129,0.9999430179595947,./datasets/data/ILSVRC2012/train/n02006656/n02006656_236.JPEG
130,0.9999516010284424,./datasets/data/ILSVRC2012/train/n02007558/n02007558_11444.JPEG
131,0.9998466968536377,./datasets/data/ILSVRC2012/train/n02009229/n02009229_1183.JPEG
132,0.9998111128807068,./datasets/data/ILSVRC2012/train/n02009912/n02009912_4842.JPEG
133,0.9999856948852539,./datasets/data/ILSVRC2012/train/n02011460/n02011460_8462.JPEG
134,0.9999747276306152,./datasets/data/ILSVRC2012/train/n02012849/n02012849_21501.JPEG
135,0.9999606609344482,./datasets/data/ILSVRC2012/train/n02013706/n02013706_3204.JPEG
136,0.9999741315841675,./datasets/data/ILSVRC2012/train/n02017213/n02017213_645.JPEG
137,0.9999279975891113,./datasets/data/ILSVRC2012/train/n02018207/n02018207_7902.JPEG
138,0.9999865293502808,./datasets/data/ILSVRC2012/train/n02018795/n02018795_2717.JPEG
139,0.9999860525131226,./datasets/data/ILSVRC2012/train/n02025239/n02025239_6635.JPEG
140,0.9999196529388428,./datasets/data/ILSVRC2012/train/n02027492/n02027492_3976.JPEG
141,0.9999781847000122,./datasets/data/ILSVRC2012/train/n02028035/n02028035_2433.JPEG
142,0.9998986721038818,./datasets/data/ILSVRC2012/train/n02033041/n02033041_412.JPEG
143,0.9999799728393555,./datasets/data/ILSVRC2012/train/n02037110/n02037110_719.JPEG
144,0.9999556541442871,./datasets/data/ILSVRC2012/train/n02051845/n02051845_2119.JPEG
145,0.9999731779098511,./datasets/data/ILSVRC2012/train/n02056570/n02056570_8627.JPEG
146,0.9999663829803467,./datasets/data/ILSVRC2012/train/n02058221/n02058221_8762.JPEG
147,0.9999644756317139,./datasets/data/ILSVRC2012/train/n02066245/n02066245_21651.JPEG
148,0.9999717473983765,./datasets/data/ILSVRC2012/train/n02071294/n02071294_4215.JPEG
149,0.9999566078186035,./datasets/data/ILSVRC2012/train/n02074367/n02074367_2073.JPEG
150,0.9999508857727051,./datasets/data/ILSVRC2012/train/n02077923/n02077923_11204.JPEG
151,0.9999736547470093,./datasets/data/ILSVRC2012/train/n02085620/n02085620_8407.JPEG
152,0.9998123049736023,./datasets/data/ILSVRC2012/train/n02085782/n02085782_4298.JPEG
153,0.9998810291290283,./datasets/data/ILSVRC2012/train/n02085936/n02085936_6199.JPEG
154,0.9999372959136963,./datasets/data/ILSVRC2012/train/n02086079/n02086079_18525.JPEG
155,0.9997475743293762,./datasets/data/ILSVRC2012/train/n02086240/n02086240_10484.JPEG
156,0.9999270439147949,./datasets/data/ILSVRC2012/train/n02086646/n02086646_6455.JPEG
157,0.9999316930770874,./datasets/data/ILSVRC2012/train/n02086910/n02086910_1681.JPEG
158,0.9999138116836548,./datasets/data/ILSVRC2012/train/n02087046/n02087046_5280.JPEG
159,0.9999697208404541,./datasets/data/ILSVRC2012/train/n02087394/n02087394_10209.JPEG
160,0.9999552965164185,./datasets/data/ILSVRC2012/train/n02088094/n02088094_7318.JPEG
161,0.999942421913147,./datasets/data/ILSVRC2012/train/n02088238/n02088238_11571.JPEG
162,0.999891996383667,./datasets/data/ILSVRC2012/train/n02088364/n02088364_295.JPEG
163,0.9999507665634155,./datasets/data/ILSVRC2012/train/n02088466/n02088466_6953.JPEG
164,0.9999805688858032,./datasets/data/ILSVRC2012/train/n02088632/n02088632_5950.JPEG
165,0.9998784065246582,./datasets/data/ILSVRC2012/train/n02089078/n02089078_2931.JPEG
166,0.9997270703315735,./datasets/data/ILSVRC2012/train/n02089867/n02089867_2614.JPEG
167,0.9999713897705078,./datasets/data/ILSVRC2012/train/n02089973/n02089973_5340.JPEG
168,0.9999536275863647,./datasets/data/ILSVRC2012/train/n02090379/n02090379_5446.JPEG
169,0.9999951124191284,./datasets/data/ILSVRC2012/train/n02090622/n02090622_2353.JPEG
170,0.9997746348381042,./datasets/data/ILSVRC2012/train/n02090721/n02090721_1222.JPEG
171,0.9998711347579956,./datasets/data/ILSVRC2012/train/n02091032/n02091032_4088.JPEG
172,0.9998351335525513,./datasets/data/ILSVRC2012/train/n02091134/n02091134_1021.JPEG
173,0.9999948740005493,./datasets/data/ILSVRC2012/train/n02091244/n02091244_2642.JPEG
174,0.9999513626098633,./datasets/data/ILSVRC2012/train/n02091467/n02091467_9485.JPEG
175,0.9999916553497314,./datasets/data/ILSVRC2012/train/n02091635/n02091635_8214.JPEG
176,0.9999780654907227,./datasets/data/ILSVRC2012/train/n02091831/n02091831_3687.JPEG
177,0.9998924732208252,./datasets/data/ILSVRC2012/train/n02092002/n02092002_9760.JPEG
178,0.9999619722366333,./datasets/data/ILSVRC2012/train/n02092339/n02092339_776.JPEG
179,0.9998949766159058,./datasets/data/ILSVRC2012/train/n02093256/n02093256_7776.JPEG
180,0.9996190071105957,./datasets/data/ILSVRC2012/train/n02093428/n02093428_18011.JPEG
181,0.9999767541885376,./datasets/data/ILSVRC2012/train/n02093647/n02093647_3291.JPEG
182,0.9999485015869141,./datasets/data/ILSVRC2012/train/n02093754/n02093754_661.JPEG
183,0.9998859167098999,./datasets/data/ILSVRC2012/train/n02093859/n02093859_4818.JPEG
184,0.9999672174453735,./datasets/data/ILSVRC2012/train/n02093991/n02093991_7197.JPEG
185,0.9998856782913208,./datasets/data/ILSVRC2012/train/n02094114/n02094114_3449.JPEG
186,0.9999741315841675,./datasets/data/ILSVRC2012/train/n02094258/n02094258_2414.JPEG
187,0.9998385906219482,./datasets/data/ILSVRC2012/train/n02094433/n02094433_11802.JPEG
188,0.9998434782028198,./datasets/data/ILSVRC2012/train/n02095314/n02095314_2731.JPEG
189,0.9997904896736145,./datasets/data/ILSVRC2012/train/n02095570/n02095570_512.JPEG
190,0.9999604225158691,./datasets/data/ILSVRC2012/train/n02095889/n02095889_1350.JPEG
191,0.9999265670776367,./datasets/data/ILSVRC2012/train/n02096051/n02096051_9535.JPEG
192,0.9998645782470703,./datasets/data/ILSVRC2012/train/n02096177/n02096177_5438.JPEG
193,0.9999799728393555,./datasets/data/ILSVRC2012/train/n02096294/n02096294_2905.JPEG
194,0.9999856948852539,./datasets/data/ILSVRC2012/train/n02096437/n02096437_3739.JPEG
195,0.9999686479568481,./datasets/data/ILSVRC2012/train/n02096585/n02096585_8.JPEG
196,0.9999256134033203,./datasets/data/ILSVRC2012/train/n02097047/n02097047_3729.JPEG
197,0.9998528957366943,./datasets/data/ILSVRC2012/train/n02097130/n02097130_4627.JPEG
198,0.9999697208404541,./datasets/data/ILSVRC2012/train/n02097209/n02097209_3084.JPEG
199,0.9999170303344727,./datasets/data/ILSVRC2012/train/n02097298/n02097298_9354.JPEG
200,0.9999163150787354,./datasets/data/ILSVRC2012/train/n02097474/n02097474_5007.JPEG
201,0.9999567270278931,./datasets/data/ILSVRC2012/train/n02097658/n02097658_2703.JPEG
202,0.9999319314956665,./datasets/data/ILSVRC2012/train/n02098105/n02098105_1377.JPEG
203,0.9998733997344971,./datasets/data/ILSVRC2012/train/n02098286/n02098286_4086.JPEG
204,0.9995692372322083,./datasets/data/ILSVRC2012/train/n02098413/n02098413_20356.JPEG
205,0.999911904335022,./datasets/data/ILSVRC2012/train/n02099267/n02099267_3324.JPEG
206,0.9999555349349976,./datasets/data/ILSVRC2012/train/n02099429/n02099429_5610.JPEG
207,0.9999682903289795,./datasets/data/ILSVRC2012/train/n02099601/n02099601_10569.JPEG
208,0.9999006986618042,./datasets/data/ILSVRC2012/train/n02099712/n02099712_6825.JPEG
209,0.9999545812606812,./datasets/data/ILSVRC2012/train/n02099849/n02099849_4666.JPEG
210,0.9999706745147705,./datasets/data/ILSVRC2012/train/n02100236/n02100236_2003.JPEG
211,0.9999957084655762,./datasets/data/ILSVRC2012/train/n02100583/n02100583_23484.JPEG
212,0.9999473094940186,./datasets/data/ILSVRC2012/train/n02100735/n02100735_1215.JPEG
213,0.999919056892395,./datasets/data/ILSVRC2012/train/n02100877/n02100877_4343.JPEG
214,0.9999721050262451,./datasets/data/ILSVRC2012/train/n02101006/n02101006_1067.JPEG
215,0.9999768733978271,./datasets/data/ILSVRC2012/train/n02101388/n02101388_13994.JPEG
216,0.9999078512191772,./datasets/data/ILSVRC2012/train/n02101556/n02101556_10545.JPEG
217,0.9996857643127441,./datasets/data/ILSVRC2012/train/n02102040/n02102040_5879.JPEG
218,0.9997391104698181,./datasets/data/ILSVRC2012/train/n02102177/n02102177_3639.JPEG
219,0.999981164932251,./datasets/data/ILSVRC2012/train/n02102318/n02102318_12041.JPEG
220,0.9997609257698059,./datasets/data/ILSVRC2012/train/n02102480/n02102480_4273.JPEG
221,0.999893069267273,./datasets/data/ILSVRC2012/train/n02102973/n02102973_2443.JPEG
222,0.9999576807022095,./datasets/data/ILSVRC2012/train/n02104029/n02104029_319.JPEG
223,0.9999761581420898,./datasets/data/ILSVRC2012/train/n02104365/n02104365_9711.JPEG
224,0.9999922513961792,./datasets/data/ILSVRC2012/train/n02105056/n02105056_12599.JPEG
225,0.9999347925186157,./datasets/data/ILSVRC2012/train/n02105162/n02105162_7606.JPEG
226,0.9999245405197144,./datasets/data/ILSVRC2012/train/n02105251/n02105251_2026.JPEG
227,0.99989914894104,./datasets/data/ILSVRC2012/train/n02105412/n02105412_1119.JPEG
228,0.999955415725708,./datasets/data/ILSVRC2012/train/n02105505/n02105505_1097.JPEG
229,0.9999487400054932,./datasets/data/ILSVRC2012/train/n02105641/n02105641_8668.JPEG
230,0.9998341798782349,./datasets/data/ILSVRC2012/train/n02105855/n02105855_7397.JPEG
231,0.999937891960144,./datasets/data/ILSVRC2012/train/n02106030/n02106030_2049.JPEG
232,0.9997062087059021,./datasets/data/ILSVRC2012/train/n02106166/n02106166_12364.JPEG
233,0.9999628067016602,./datasets/data/ILSVRC2012/train/n02106382/n02106382_5278.JPEG
234,0.9998854398727417,./datasets/data/ILSVRC2012/train/n02106550/n02106550_10666.JPEG
235,0.9999707937240601,./datasets/data/ILSVRC2012/train/n02106662/n02106662_14816.JPEG
236,0.9999219179153442,./datasets/data/ILSVRC2012/train/n02107142/n02107142_61000.JPEG
237,0.9997195601463318,./datasets/data/ILSVRC2012/train/n02107312/n02107312_7339.JPEG
238,0.9997803568840027,./datasets/data/ILSVRC2012/train/n02107574/n02107574_6361.JPEG
239,0.9998201727867126,./datasets/data/ILSVRC2012/train/n02107683/n02107683_1183.JPEG
240,0.9998536109924316,./datasets/data/ILSVRC2012/train/n02107908/n02107908_10283.JPEG
241,0.9998013377189636,./datasets/data/ILSVRC2012/train/n02108000/n02108000_2227.JPEG
242,0.9999922513961792,./datasets/data/ILSVRC2012/train/n02108089/n02108089_10842.JPEG
243,0.9999802112579346,./datasets/data/ILSVRC2012/train/n02108422/n02108422_5655.JPEG
244,0.9999735355377197,./datasets/data/ILSVRC2012/train/n02108551/n02108551_7945.JPEG
245,0.9999892711639404,./datasets/data/ILSVRC2012/train/n02108915/n02108915_357.JPEG
246,0.9999761581420898,./datasets/data/ILSVRC2012/train/n02109047/n02109047_1117.JPEG
247,0.9999698400497437,./datasets/data/ILSVRC2012/train/n02109525/n02109525_47238.JPEG
248,0.9991862177848816,./datasets/data/ILSVRC2012/train/n02109961/n02109961_72214.JPEG
249,0.999956488609314,./datasets/data/ILSVRC2012/train/n02110063/n02110063_6274.JPEG
250,0.9959980249404907,./datasets/data/ILSVRC2012/train/n02110185/n02110185_8224.JPEG
251,0.9999622106552124,./datasets/data/ILSVRC2012/train/n02110341/n02110341_727.JPEG
252,0.9999793767929077,./datasets/data/ILSVRC2012/train/n02110627/n02110627_14543.JPEG
253,0.9999710321426392,./datasets/data/ILSVRC2012/train/n02110806/n02110806_15643.JPEG
254,0.9999222755432129,./datasets/data/ILSVRC2012/train/n02110958/n02110958_7338.JPEG
255,0.9999215602874756,./datasets/data/ILSVRC2012/train/n02111129/n02111129_6797.JPEG
256,0.9999610185623169,./datasets/data/ILSVRC2012/train/n02111277/n02111277_13673.JPEG
257,0.9996886253356934,./datasets/data/ILSVRC2012/train/n02111500/n02111500_1169.JPEG
258,0.9998941421508789,./datasets/data/ILSVRC2012/train/n02111889/n02111889_15843.JPEG
259,0.9998891353607178,./datasets/data/ILSVRC2012/train/n02112018/n02112018_2821.JPEG
260,0.9999881982803345,./datasets/data/ILSVRC2012/train/n02112137/n02112137_11538.JPEG
261,0.9999418258666992,./datasets/data/ILSVRC2012/train/n02112350/n02112350_2245.JPEG
262,0.9999794960021973,./datasets/data/ILSVRC2012/train/n02112706/n02112706_1541.JPEG
263,0.9998555183410645,./datasets/data/ILSVRC2012/train/n02113023/n02113023_34.JPEG
264,0.9999481439590454,./datasets/data/ILSVRC2012/train/n02113186/n02113186_13010.JPEG
265,0.9999237060546875,./datasets/data/ILSVRC2012/train/n02113624/n02113624_5494.JPEG
266,0.9990813732147217,./datasets/data/ILSVRC2012/train/n02113712/n02113712_11681.JPEG
267,0.9998600482940674,./datasets/data/ILSVRC2012/train/n02113799/n02113799_764.JPEG
268,0.999991774559021,./datasets/data/ILSVRC2012/train/n02113978/n02113978_6131.JPEG
269,0.9989416003227234,./datasets/data/ILSVRC2012/train/n02114367/n02114367_2783.JPEG
270,0.9995019435882568,./datasets/data/ILSVRC2012/train/n02114548/n02114548_21635.JPEG
271,0.9999570846557617,./datasets/data/ILSVRC2012/train/n02114712/n02114712_18749.JPEG
272,0.9998598098754883,./datasets/data/ILSVRC2012/train/n02114855/n02114855_7450.JPEG
273,0.999981164932251,./datasets/data/ILSVRC2012/train/n02115641/n02115641_39066.JPEG
274,0.9999829530715942,./datasets/data/ILSVRC2012/train/n02115913/n02115913_12592.JPEG
275,0.9999818801879883,./datasets/data/ILSVRC2012/train/n02116738/n02116738_2260.JPEG
276,0.9997838139533997,./datasets/data/ILSVRC2012/train/n02117135/n02117135_9725.JPEG
277,0.9995632767677307,./datasets/data/ILSVRC2012/train/n02119022/n02119022_4538.JPEG
278,0.9997588992118835,./datasets/data/ILSVRC2012/train/n02119789/n02119789_15717.JPEG
279,0.9999812841415405,./datasets/data/ILSVRC2012/train/n02120079/n02120079_21264.JPEG
280,0.9999289512634277,./datasets/data/ILSVRC2012/train/n02120505/n02120505_7708.JPEG
281,0.9982781410217285,./datasets/data/ILSVRC2012/train/n02123045/n02123045_8597.JPEG
282,0.9995110034942627,./datasets/data/ILSVRC2012/train/n02123159/n02123159_2484.JPEG
283,0.9999830722808838,./datasets/data/ILSVRC2012/train/n02123394/n02123394_8946.JPEG
284,0.9999836683273315,./datasets/data/ILSVRC2012/train/n02123597/n02123597_2787.JPEG
285,0.9999551773071289,./datasets/data/ILSVRC2012/train/n02124075/n02124075_18358.JPEG
286,0.9999686479568481,./datasets/data/ILSVRC2012/train/n02125311/n02125311_51994.JPEG
287,0.9999825954437256,./datasets/data/ILSVRC2012/train/n02127052/n02127052_24521.JPEG
288,0.9998947381973267,./datasets/data/ILSVRC2012/train/n02128385/n02128385_6715.JPEG
289,0.9997192025184631,./datasets/data/ILSVRC2012/train/n02128757/n02128757_10548.JPEG
290,0.9999351501464844,./datasets/data/ILSVRC2012/train/n02128925/n02128925_8727.JPEG
291,0.9999463558197021,./datasets/data/ILSVRC2012/train/n02129165/n02129165_3783.JPEG
292,0.9977774024009705,./datasets/data/ILSVRC2012/train/n02129604/n02129604_973.JPEG
293,0.9999244213104248,./datasets/data/ILSVRC2012/train/n02130308/n02130308_19691.JPEG
294,0.9998875856399536,./datasets/data/ILSVRC2012/train/n02132136/n02132136_4202.JPEG
295,0.9999527931213379,./datasets/data/ILSVRC2012/train/n02133161/n02133161_5121.JPEG
296,0.9998992681503296,./datasets/data/ILSVRC2012/train/n02134084/n02134084_6112.JPEG
297,0.999972939491272,./datasets/data/ILSVRC2012/train/n02134418/n02134418_132.JPEG
