title	filepath
a negative review of a movie.	./datasets/data/sst2/train/negative/92.png
a negative review of a movie.	./datasets/data/sst2/train/negative/95.png
a negative review of a movie.	./datasets/data/sst2/train/negative/97.png
a negative review of a movie.	./datasets/data/sst2/train/negative/99.png
a negative review of a movie.	./datasets/data/sst2/train/negative/100.png
a negative review of a movie.	./datasets/data/sst2/train/negative/101.png
a negative review of a movie.	./datasets/data/sst2/train/negative/102.png
a negative review of a movie.	./datasets/data/sst2/train/negative/103.png
a negative review of a movie.	./datasets/data/sst2/train/negative/104.png
a negative review of a movie.	./datasets/data/sst2/train/negative/105.png
a negative review of a movie.	./datasets/data/sst2/train/negative/109.png
a negative review of a movie.	./datasets/data/sst2/train/negative/110.png
a negative review of a movie.	./datasets/data/sst2/train/negative/111.png
a negative review of a movie.	./datasets/data/sst2/train/negative/113.png
a negative review of a movie.	./datasets/data/sst2/train/negative/116.png
a negative review of a movie.	./datasets/data/sst2/train/negative/118.png
a negative review of a movie.	./datasets/data/sst2/train/negative/121.png
a negative review of a movie.	./datasets/data/sst2/train/negative/126.png
a negative review of a movie.	./datasets/data/sst2/train/negative/127.png
a negative review of a movie.	./datasets/data/sst2/train/negative/129.png
a negative review of a movie.	./datasets/data/sst2/train/negative/130.png
a negative review of a movie.	./datasets/data/sst2/train/negative/131.png
a negative review of a movie.	./datasets/data/sst2/train/negative/132.png
a negative review of a movie.	./datasets/data/sst2/train/negative/137.png
a negative review of a movie.	./datasets/data/sst2/train/negative/139.png
a negative review of a movie.	./datasets/data/sst2/train/negative/141.png
a negative review of a movie.	./datasets/data/sst2/train/negative/142.png
a negative review of a movie.	./datasets/data/sst2/train/negative/143.png
a negative review of a movie.	./datasets/data/sst2/train/negative/145.png
a negative review of a movie.	./datasets/data/sst2/train/negative/147.png
a negative review of a movie.	./datasets/data/sst2/train/negative/148.png
a negative review of a movie.	./datasets/data/sst2/train/negative/149.png
a negative review of a movie.	./datasets/data/sst2/train/negative/150.png
a negative review of a movie.	./datasets/data/sst2/train/negative/151.png
a negative review of a movie.	./datasets/data/sst2/train/negative/153.png
a negative review of a movie.	./datasets/data/sst2/train/negative/154.png
a negative review of a movie.	./datasets/data/sst2/train/negative/155.png
a negative review of a movie.	./datasets/data/sst2/train/negative/156.png
a negative review of a movie.	./datasets/data/sst2/train/negative/157.png
a negative review of a movie.	./datasets/data/sst2/train/negative/158.png
a negative review of a movie.	./datasets/data/sst2/train/negative/159.png
a negative review of a movie.	./datasets/data/sst2/train/negative/160.png
a negative review of a movie.	./datasets/data/sst2/train/negative/163.png
a negative review of a movie.	./datasets/data/sst2/train/negative/165.png
a negative review of a movie.	./datasets/data/sst2/train/negative/166.png
a negative review of a movie.	./datasets/data/sst2/train/negative/168.png
a negative review of a movie.	./datasets/data/sst2/train/negative/169.png
a negative review of a movie.	./datasets/data/sst2/train/negative/170.png
a negative review of a movie.	./datasets/data/sst2/train/negative/171.png
a negative review of a movie.	./datasets/data/sst2/train/negative/174.png
a negative review of a movie.	./datasets/data/sst2/train/negative/175.png
a negative review of a movie.	./datasets/data/sst2/train/negative/176.png
a negative review of a movie.	./datasets/data/sst2/train/negative/179.png
a negative review of a movie.	./datasets/data/sst2/train/negative/184.png
a negative review of a movie.	./datasets/data/sst2/train/negative/185.png
a negative review of a movie.	./datasets/data/sst2/train/negative/187.png
a negative review of a movie.	./datasets/data/sst2/train/negative/189.png
a negative review of a movie.	./datasets/data/sst2/train/negative/190.png
a negative review of a movie.	./datasets/data/sst2/train/negative/192.png
a negative review of a movie.	./datasets/data/sst2/train/negative/194.png
a negative review of a movie.	./datasets/data/sst2/train/negative/196.png
a negative review of a movie.	./datasets/data/sst2/train/negative/197.png
a negative review of a movie.	./datasets/data/sst2/train/negative/200.png
a negative review of a movie.	./datasets/data/sst2/train/negative/204.png
a negative review of a movie.	./datasets/data/sst2/train/negative/209.png
a negative review of a movie.	./datasets/data/sst2/train/negative/210.png
a negative review of a movie.	./datasets/data/sst2/train/negative/212.png
a negative review of a movie.	./datasets/data/sst2/train/negative/213.png
a negative review of a movie.	./datasets/data/sst2/train/negative/215.png
a negative review of a movie.	./datasets/data/sst2/train/negative/216.png
a negative review of a movie.	./datasets/data/sst2/train/negative/217.png
a negative review of a movie.	./datasets/data/sst2/train/negative/219.png
a negative review of a movie.	./datasets/data/sst2/train/negative/221.png
a negative review of a movie.	./datasets/data/sst2/train/negative/222.png
a negative review of a movie.	./datasets/data/sst2/train/negative/224.png
a negative review of a movie.	./datasets/data/sst2/train/negative/227.png
a negative review of a movie.	./datasets/data/sst2/train/negative/228.png
a negative review of a movie.	./datasets/data/sst2/train/negative/231.png
a negative review of a movie.	./datasets/data/sst2/train/negative/237.png
a negative review of a movie.	./datasets/data/sst2/train/negative/241.png
a negative review of a movie.	./datasets/data/sst2/train/negative/243.png
a negative review of a movie.	./datasets/data/sst2/train/negative/244.png
a negative review of a movie.	./datasets/data/sst2/train/negative/248.png
a negative review of a movie.	./datasets/data/sst2/train/negative/252.png
a negative review of a movie.	./datasets/data/sst2/train/negative/254.png
a negative review of a movie.	./datasets/data/sst2/train/negative/255.png
a negative review of a movie.	./datasets/data/sst2/train/negative/257.png
a negative review of a movie.	./datasets/data/sst2/train/negative/260.png
a negative review of a movie.	./datasets/data/sst2/train/negative/263.png
a negative review of a movie.	./datasets/data/sst2/train/negative/265.png
a negative review of a movie.	./datasets/data/sst2/train/negative/266.png
a negative review of a movie.	./datasets/data/sst2/train/negative/269.png
a negative review of a movie.	./datasets/data/sst2/train/negative/270.png
a negative review of a movie.	./datasets/data/sst2/train/negative/271.png
a negative review of a movie.	./datasets/data/sst2/train/negative/276.png
a negative review of a movie.	./datasets/data/sst2/train/negative/278.png
a negative review of a movie.	./datasets/data/sst2/train/negative/280.png
a negative review of a movie.	./datasets/data/sst2/train/negative/282.png
a negative review of a movie.	./datasets/data/sst2/train/negative/284.png
a negative review of a movie.	./datasets/data/sst2/train/negative/287.png
a negative review of a movie.	./datasets/data/sst2/train/negative/294.png
a negative review of a movie.	./datasets/data/sst2/train/negative/295.png
a negative review of a movie.	./datasets/data/sst2/train/negative/296.png
a negative review of a movie.	./datasets/data/sst2/train/negative/298.png
a negative review of a movie.	./datasets/data/sst2/train/negative/299.png
a negative review of a movie.	./datasets/data/sst2/train/negative/300.png
a negative review of a movie.	./datasets/data/sst2/train/negative/301.png
a negative review of a movie.	./datasets/data/sst2/train/negative/302.png
a negative review of a movie.	./datasets/data/sst2/train/negative/303.png
a negative review of a movie.	./datasets/data/sst2/train/negative/304.png
a negative review of a movie.	./datasets/data/sst2/train/negative/305.png
a negative review of a movie.	./datasets/data/sst2/train/negative/306.png
a negative review of a movie.	./datasets/data/sst2/train/negative/309.png
a negative review of a movie.	./datasets/data/sst2/train/negative/310.png
a negative review of a movie.	./datasets/data/sst2/train/negative/313.png
a negative review of a movie.	./datasets/data/sst2/train/negative/316.png
a negative review of a movie.	./datasets/data/sst2/train/negative/317.png
a negative review of a movie.	./datasets/data/sst2/train/negative/318.png
a negative review of a movie.	./datasets/data/sst2/train/negative/321.png
a negative review of a movie.	./datasets/data/sst2/train/negative/324.png
a negative review of a movie.	./datasets/data/sst2/train/negative/326.png
a negative review of a movie.	./datasets/data/sst2/train/negative/327.png
a negative review of a movie.	./datasets/data/sst2/train/negative/331.png
a negative review of a movie.	./datasets/data/sst2/train/negative/334.png
a negative review of a movie.	./datasets/data/sst2/train/negative/335.png
a negative review of a movie.	./datasets/data/sst2/train/negative/339.png
a negative review of a movie.	./datasets/data/sst2/train/negative/343.png
a negative review of a movie.	./datasets/data/sst2/train/negative/344.png
a negative review of a movie.	./datasets/data/sst2/train/negative/345.png
a negative review of a movie.	./datasets/data/sst2/train/negative/351.png
a negative review of a movie.	./datasets/data/sst2/train/negative/352.png
a negative review of a movie.	./datasets/data/sst2/train/negative/354.png
a negative review of a movie.	./datasets/data/sst2/train/negative/355.png
a negative review of a movie.	./datasets/data/sst2/train/negative/357.png
a negative review of a movie.	./datasets/data/sst2/train/negative/358.png
a negative review of a movie.	./datasets/data/sst2/train/negative/359.png
a negative review of a movie.	./datasets/data/sst2/train/negative/362.png
a negative review of a movie.	./datasets/data/sst2/train/negative/363.png
a negative review of a movie.	./datasets/data/sst2/train/negative/364.png
a negative review of a movie.	./datasets/data/sst2/train/negative/365.png
a negative review of a movie.	./datasets/data/sst2/train/negative/366.png
a negative review of a movie.	./datasets/data/sst2/train/negative/367.png
a negative review of a movie.	./datasets/data/sst2/train/negative/371.png
a negative review of a movie.	./datasets/data/sst2/train/negative/377.png
a negative review of a movie.	./datasets/data/sst2/train/negative/378.png
a negative review of a movie.	./datasets/data/sst2/train/negative/380.png
a negative review of a movie.	./datasets/data/sst2/train/negative/382.png
a negative review of a movie.	./datasets/data/sst2/train/negative/387.png
a negative review of a movie.	./datasets/data/sst2/train/negative/388.png
a negative review of a movie.	./datasets/data/sst2/train/negative/391.png
a negative review of a movie.	./datasets/data/sst2/train/negative/392.png
a negative review of a movie.	./datasets/data/sst2/train/negative/395.png
a negative review of a movie.	./datasets/data/sst2/train/negative/396.png
a negative review of a movie.	./datasets/data/sst2/train/negative/401.png
a negative review of a movie.	./datasets/data/sst2/train/negative/404.png
a negative review of a movie.	./datasets/data/sst2/train/negative/405.png
a negative review of a movie.	./datasets/data/sst2/train/negative/409.png
a negative review of a movie.	./datasets/data/sst2/train/negative/413.png
a negative review of a movie.	./datasets/data/sst2/train/negative/414.png
a negative review of a movie.	./datasets/data/sst2/train/negative/415.png
a negative review of a movie.	./datasets/data/sst2/train/negative/416.png
a negative review of a movie.	./datasets/data/sst2/train/negative/418.png
a negative review of a movie.	./datasets/data/sst2/train/negative/419.png
a negative review of a movie.	./datasets/data/sst2/train/negative/420.png
a negative review of a movie.	./datasets/data/sst2/train/negative/422.png
a negative review of a movie.	./datasets/data/sst2/train/negative/423.png
a negative review of a movie.	./datasets/data/sst2/train/negative/428.png
a negative review of a movie.	./datasets/data/sst2/train/negative/429.png
a negative review of a movie.	./datasets/data/sst2/train/negative/430.png
a negative review of a movie.	./datasets/data/sst2/train/negative/434.png
a negative review of a movie.	./datasets/data/sst2/train/negative/435.png
a negative review of a movie.	./datasets/data/sst2/train/negative/438.png
a negative review of a movie.	./datasets/data/sst2/train/negative/439.png
a negative review of a movie.	./datasets/data/sst2/train/negative/440.png
a negative review of a movie.	./datasets/data/sst2/train/negative/442.png
a negative review of a movie.	./datasets/data/sst2/train/negative/445.png
a negative review of a movie.	./datasets/data/sst2/train/negative/448.png
a negative review of a movie.	./datasets/data/sst2/train/negative/450.png
a negative review of a movie.	./datasets/data/sst2/train/negative/452.png
a negative review of a movie.	./datasets/data/sst2/train/negative/455.png
a negative review of a movie.	./datasets/data/sst2/train/negative/456.png
a negative review of a movie.	./datasets/data/sst2/train/negative/458.png
a negative review of a movie.	./datasets/data/sst2/train/negative/459.png
a negative review of a movie.	./datasets/data/sst2/train/negative/460.png
a negative review of a movie.	./datasets/data/sst2/train/negative/461.png
a negative review of a movie.	./datasets/data/sst2/train/negative/463.png
a negative review of a movie.	./datasets/data/sst2/train/negative/465.png
a negative review of a movie.	./datasets/data/sst2/train/negative/466.png
a negative review of a movie.	./datasets/data/sst2/train/negative/467.png
a negative review of a movie.	./datasets/data/sst2/train/negative/468.png
a negative review of a movie.	./datasets/data/sst2/train/negative/471.png
a negative review of a movie.	./datasets/data/sst2/train/negative/472.png
a negative review of a movie.	./datasets/data/sst2/train/negative/475.png
a negative review of a movie.	./datasets/data/sst2/train/negative/480.png
a negative review of a movie.	./datasets/data/sst2/train/negative/482.png
a negative review of a movie.	./datasets/data/sst2/train/negative/483.png
a negative review of a movie.	./datasets/data/sst2/train/negative/484.png
a negative review of a movie.	./datasets/data/sst2/train/negative/485.png
a negative review of a movie.	./datasets/data/sst2/train/negative/488.png
a negative review of a movie.	./datasets/data/sst2/train/negative/490.png
a negative review of a movie.	./datasets/data/sst2/train/negative/491.png
a negative review of a movie.	./datasets/data/sst2/train/negative/492.png
a negative review of a movie.	./datasets/data/sst2/train/negative/495.png
a negative review of a movie.	./datasets/data/sst2/train/negative/497.png
a negative review of a movie.	./datasets/data/sst2/train/negative/498.png
a negative review of a movie.	./datasets/data/sst2/train/negative/500.png
a negative review of a movie.	./datasets/data/sst2/train/negative/504.png
a negative review of a movie.	./datasets/data/sst2/train/negative/506.png
a negative review of a movie.	./datasets/data/sst2/train/negative/508.png
a negative review of a movie.	./datasets/data/sst2/train/negative/510.png
a negative review of a movie.	./datasets/data/sst2/train/negative/514.png
a negative review of a movie.	./datasets/data/sst2/train/negative/516.png
a negative review of a movie.	./datasets/data/sst2/train/negative/519.png
a negative review of a movie.	./datasets/data/sst2/train/negative/520.png
a negative review of a movie.	./datasets/data/sst2/train/negative/521.png
a negative review of a movie.	./datasets/data/sst2/train/negative/523.png
a negative review of a movie.	./datasets/data/sst2/train/negative/524.png
a negative review of a movie.	./datasets/data/sst2/train/negative/526.png
a negative review of a movie.	./datasets/data/sst2/train/negative/527.png
a negative review of a movie.	./datasets/data/sst2/train/negative/531.png
a negative review of a movie.	./datasets/data/sst2/train/negative/532.png
a negative review of a movie.	./datasets/data/sst2/train/negative/534.png
a negative review of a movie.	./datasets/data/sst2/train/negative/536.png
a negative review of a movie.	./datasets/data/sst2/train/negative/539.png
a negative review of a movie.	./datasets/data/sst2/train/negative/541.png
a negative review of a movie.	./datasets/data/sst2/train/negative/543.png
a negative review of a movie.	./datasets/data/sst2/train/negative/544.png
a negative review of a movie.	./datasets/data/sst2/train/negative/545.png
a negative review of a movie.	./datasets/data/sst2/train/negative/549.png
a negative review of a movie.	./datasets/data/sst2/train/negative/550.png
a negative review of a movie.	./datasets/data/sst2/train/negative/551.png
a negative review of a movie.	./datasets/data/sst2/train/negative/552.png
a negative review of a movie.	./datasets/data/sst2/train/negative/554.png
a negative review of a movie.	./datasets/data/sst2/train/negative/556.png
a negative review of a movie.	./datasets/data/sst2/train/negative/557.png
a negative review of a movie.	./datasets/data/sst2/train/negative/558.png
a negative review of a movie.	./datasets/data/sst2/train/negative/559.png
a negative review of a movie.	./datasets/data/sst2/train/negative/562.png
a negative review of a movie.	./datasets/data/sst2/train/negative/563.png
a negative review of a movie.	./datasets/data/sst2/train/negative/564.png
a negative review of a movie.	./datasets/data/sst2/train/negative/565.png
a negative review of a movie.	./datasets/data/sst2/train/negative/569.png
a negative review of a movie.	./datasets/data/sst2/train/negative/574.png
a negative review of a movie.	./datasets/data/sst2/train/negative/575.png
a negative review of a movie.	./datasets/data/sst2/train/negative/579.png
a negative review of a movie.	./datasets/data/sst2/train/negative/580.png
a negative review of a movie.	./datasets/data/sst2/train/negative/581.png
a negative review of a movie.	./datasets/data/sst2/train/negative/583.png
a negative review of a movie.	./datasets/data/sst2/train/negative/584.png
a negative review of a movie.	./datasets/data/sst2/train/negative/585.png
a negative review of a movie.	./datasets/data/sst2/train/negative/586.png
a negative review of a movie.	./datasets/data/sst2/train/negative/589.png
a negative review of a movie.	./datasets/data/sst2/train/negative/591.png
a negative review of a movie.	./datasets/data/sst2/train/negative/592.png
a negative review of a movie.	./datasets/data/sst2/train/negative/594.png
a negative review of a movie.	./datasets/data/sst2/train/negative/595.png
a negative review of a movie.	./datasets/data/sst2/train/negative/596.png
a negative review of a movie.	./datasets/data/sst2/train/negative/600.png
a negative review of a movie.	./datasets/data/sst2/train/negative/607.png
a negative review of a movie.	./datasets/data/sst2/train/negative/608.png
a negative review of a movie.	./datasets/data/sst2/train/negative/609.png
a negative review of a movie.	./datasets/data/sst2/train/negative/610.png
a negative review of a movie.	./datasets/data/sst2/train/negative/613.png
a negative review of a movie.	./datasets/data/sst2/train/negative/616.png
a negative review of a movie.	./datasets/data/sst2/train/negative/618.png
a negative review of a movie.	./datasets/data/sst2/train/negative/620.png
a negative review of a movie.	./datasets/data/sst2/train/negative/621.png
a negative review of a movie.	./datasets/data/sst2/train/negative/622.png
a negative review of a movie.	./datasets/data/sst2/train/negative/624.png
a negative review of a movie.	./datasets/data/sst2/train/negative/625.png
a negative review of a movie.	./datasets/data/sst2/train/negative/626.png
a negative review of a movie.	./datasets/data/sst2/train/negative/627.png
a negative review of a movie.	./datasets/data/sst2/train/negative/629.png
a negative review of a movie.	./datasets/data/sst2/train/negative/635.png
a negative review of a movie.	./datasets/data/sst2/train/negative/636.png
a negative review of a movie.	./datasets/data/sst2/train/negative/638.png
a negative review of a movie.	./datasets/data/sst2/train/negative/639.png
a negative review of a movie.	./datasets/data/sst2/train/negative/641.png
a negative review of a movie.	./datasets/data/sst2/train/negative/643.png
a negative review of a movie.	./datasets/data/sst2/train/negative/644.png
a negative review of a movie.	./datasets/data/sst2/train/negative/645.png
a negative review of a movie.	./datasets/data/sst2/train/negative/646.png
a negative review of a movie.	./datasets/data/sst2/train/negative/648.png
a negative review of a movie.	./datasets/data/sst2/train/negative/651.png
a negative review of a movie.	./datasets/data/sst2/train/negative/653.png
a negative review of a movie.	./datasets/data/sst2/train/negative/659.png
a negative review of a movie.	./datasets/data/sst2/train/negative/661.png
a negative review of a movie.	./datasets/data/sst2/train/negative/662.png
a negative review of a movie.	./datasets/data/sst2/train/negative/663.png
a negative review of a movie.	./datasets/data/sst2/train/negative/669.png
a negative review of a movie.	./datasets/data/sst2/train/negative/670.png
a negative review of a movie.	./datasets/data/sst2/train/negative/672.png
a negative review of a movie.	./datasets/data/sst2/train/negative/674.png
a negative review of a movie.	./datasets/data/sst2/train/negative/675.png
a negative review of a movie.	./datasets/data/sst2/train/negative/676.png
a negative review of a movie.	./datasets/data/sst2/train/negative/678.png
a negative review of a movie.	./datasets/data/sst2/train/negative/679.png
a negative review of a movie.	./datasets/data/sst2/train/negative/680.png
a negative review of a movie.	./datasets/data/sst2/train/negative/681.png
a negative review of a movie.	./datasets/data/sst2/train/negative/684.png
a negative review of a movie.	./datasets/data/sst2/train/negative/692.png
a negative review of a movie.	./datasets/data/sst2/train/negative/701.png
a negative review of a movie.	./datasets/data/sst2/train/negative/702.png
a negative review of a movie.	./datasets/data/sst2/train/negative/704.png
a negative review of a movie.	./datasets/data/sst2/train/negative/707.png
a negative review of a movie.	./datasets/data/sst2/train/negative/709.png
a negative review of a movie.	./datasets/data/sst2/train/negative/711.png
a negative review of a movie.	./datasets/data/sst2/train/negative/720.png
a negative review of a movie.	./datasets/data/sst2/train/negative/722.png
a negative review of a movie.	./datasets/data/sst2/train/negative/723.png
a negative review of a movie.	./datasets/data/sst2/train/negative/728.png
a negative review of a movie.	./datasets/data/sst2/train/negative/730.png
a negative review of a movie.	./datasets/data/sst2/train/negative/733.png
a negative review of a movie.	./datasets/data/sst2/train/negative/735.png
a negative review of a movie.	./datasets/data/sst2/train/negative/736.png
a negative review of a movie.	./datasets/data/sst2/train/negative/737.png
a negative review of a movie.	./datasets/data/sst2/train/negative/740.png
a negative review of a movie.	./datasets/data/sst2/train/negative/741.png
a negative review of a movie.	./datasets/data/sst2/train/negative/742.png
a negative review of a movie.	./datasets/data/sst2/train/negative/744.png
a negative review of a movie.	./datasets/data/sst2/train/negative/746.png
a negative review of a movie.	./datasets/data/sst2/train/negative/747.png
a negative review of a movie.	./datasets/data/sst2/train/negative/750.png
a negative review of a movie.	./datasets/data/sst2/train/negative/751.png
a negative review of a movie.	./datasets/data/sst2/train/negative/753.png
a negative review of a movie.	./datasets/data/sst2/train/negative/755.png
a negative review of a movie.	./datasets/data/sst2/train/negative/756.png
a negative review of a movie.	./datasets/data/sst2/train/negative/760.png
a negative review of a movie.	./datasets/data/sst2/train/negative/761.png
a negative review of a movie.	./datasets/data/sst2/train/negative/762.png
a negative review of a movie.	./datasets/data/sst2/train/negative/765.png
a negative review of a movie.	./datasets/data/sst2/train/negative/767.png
a negative review of a movie.	./datasets/data/sst2/train/negative/769.png
a negative review of a movie.	./datasets/data/sst2/train/negative/771.png
a negative review of a movie.	./datasets/data/sst2/train/negative/772.png
a negative review of a movie.	./datasets/data/sst2/train/negative/773.png
a negative review of a movie.	./datasets/data/sst2/train/negative/775.png
a negative review of a movie.	./datasets/data/sst2/train/negative/777.png
a negative review of a movie.	./datasets/data/sst2/train/negative/779.png
a negative review of a movie.	./datasets/data/sst2/train/negative/781.png
a negative review of a movie.	./datasets/data/sst2/train/negative/782.png
a negative review of a movie.	./datasets/data/sst2/train/negative/783.png
a negative review of a movie.	./datasets/data/sst2/train/negative/786.png
a negative review of a movie.	./datasets/data/sst2/train/negative/788.png
a negative review of a movie.	./datasets/data/sst2/train/negative/790.png
a negative review of a movie.	./datasets/data/sst2/train/negative/793.png
a negative review of a movie.	./datasets/data/sst2/train/negative/795.png
a negative review of a movie.	./datasets/data/sst2/train/negative/799.png
a negative review of a movie.	./datasets/data/sst2/train/negative/802.png
a negative review of a movie.	./datasets/data/sst2/train/negative/804.png
a negative review of a movie.	./datasets/data/sst2/train/negative/805.png
a negative review of a movie.	./datasets/data/sst2/train/negative/807.png
a negative review of a movie.	./datasets/data/sst2/train/negative/808.png
a negative review of a movie.	./datasets/data/sst2/train/negative/809.png
a negative review of a movie.	./datasets/data/sst2/train/negative/811.png
a negative review of a movie.	./datasets/data/sst2/train/negative/814.png
a negative review of a movie.	./datasets/data/sst2/train/negative/816.png
a negative review of a movie.	./datasets/data/sst2/train/negative/820.png
a negative review of a movie.	./datasets/data/sst2/train/negative/821.png
a negative review of a movie.	./datasets/data/sst2/train/negative/824.png
a negative review of a movie.	./datasets/data/sst2/train/negative/825.png
a negative review of a movie.	./datasets/data/sst2/train/negative/828.png
a negative review of a movie.	./datasets/data/sst2/train/negative/829.png
a negative review of a movie.	./datasets/data/sst2/train/negative/830.png
a negative review of a movie.	./datasets/data/sst2/train/negative/831.png
a negative review of a movie.	./datasets/data/sst2/train/negative/832.png
a negative review of a movie.	./datasets/data/sst2/train/negative/834.png
a negative review of a movie.	./datasets/data/sst2/train/negative/835.png
a negative review of a movie.	./datasets/data/sst2/train/negative/836.png
a negative review of a movie.	./datasets/data/sst2/train/negative/838.png
a negative review of a movie.	./datasets/data/sst2/train/negative/839.png
a negative review of a movie.	./datasets/data/sst2/train/negative/840.png
a negative review of a movie.	./datasets/data/sst2/train/negative/846.png
a negative review of a movie.	./datasets/data/sst2/train/negative/849.png
a negative review of a movie.	./datasets/data/sst2/train/negative/853.png
a negative review of a movie.	./datasets/data/sst2/train/negative/854.png
a negative review of a movie.	./datasets/data/sst2/train/negative/855.png
a negative review of a movie.	./datasets/data/sst2/train/negative/858.png
a negative review of a movie.	./datasets/data/sst2/train/negative/861.png
a negative review of a movie.	./datasets/data/sst2/train/negative/862.png
a negative review of a movie.	./datasets/data/sst2/train/negative/865.png
a negative review of a movie.	./datasets/data/sst2/train/negative/870.png
a negative review of a movie.	./datasets/data/sst2/train/negative/871.png
a negative review of a movie.	./datasets/data/sst2/train/negative/873.png
a negative review of a movie.	./datasets/data/sst2/train/negative/874.png
a negative review of a movie.	./datasets/data/sst2/train/negative/875.png
a negative review of a movie.	./datasets/data/sst2/train/negative/876.png
a negative review of a movie.	./datasets/data/sst2/train/negative/880.png
a negative review of a movie.	./datasets/data/sst2/train/negative/882.png
a negative review of a movie.	./datasets/data/sst2/train/negative/884.png
a negative review of a movie.	./datasets/data/sst2/train/negative/887.png
a negative review of a movie.	./datasets/data/sst2/train/negative/889.png
a negative review of a movie.	./datasets/data/sst2/train/negative/890.png
a negative review of a movie.	./datasets/data/sst2/train/negative/891.png
a negative review of a movie.	./datasets/data/sst2/train/negative/892.png
a negative review of a movie.	./datasets/data/sst2/train/negative/895.png
a negative review of a movie.	./datasets/data/sst2/train/negative/899.png
a negative review of a movie.	./datasets/data/sst2/train/negative/900.png
a negative review of a movie.	./datasets/data/sst2/train/negative/901.png
a negative review of a movie.	./datasets/data/sst2/train/negative/902.png
a negative review of a movie.	./datasets/data/sst2/train/negative/907.png
a negative review of a movie.	./datasets/data/sst2/train/negative/910.png
a negative review of a movie.	./datasets/data/sst2/train/negative/911.png
a negative review of a movie.	./datasets/data/sst2/train/negative/914.png
a negative review of a movie.	./datasets/data/sst2/train/negative/920.png
a negative review of a movie.	./datasets/data/sst2/train/negative/921.png
a negative review of a movie.	./datasets/data/sst2/train/negative/923.png
a negative review of a movie.	./datasets/data/sst2/train/negative/924.png
a negative review of a movie.	./datasets/data/sst2/train/negative/925.png
a negative review of a movie.	./datasets/data/sst2/train/negative/926.png
a negative review of a movie.	./datasets/data/sst2/train/negative/928.png
a negative review of a movie.	./datasets/data/sst2/train/negative/929.png
a negative review of a movie.	./datasets/data/sst2/train/negative/932.png
a negative review of a movie.	./datasets/data/sst2/train/negative/937.png
a negative review of a movie.	./datasets/data/sst2/train/negative/938.png
a negative review of a movie.	./datasets/data/sst2/train/negative/942.png
a negative review of a movie.	./datasets/data/sst2/train/negative/944.png
a negative review of a movie.	./datasets/data/sst2/train/negative/946.png
a negative review of a movie.	./datasets/data/sst2/train/negative/947.png
a negative review of a movie.	./datasets/data/sst2/train/negative/948.png
a negative review of a movie.	./datasets/data/sst2/train/negative/949.png
a negative review of a movie.	./datasets/data/sst2/train/negative/950.png
a negative review of a movie.	./datasets/data/sst2/train/negative/952.png
a negative review of a movie.	./datasets/data/sst2/train/negative/956.png
a negative review of a movie.	./datasets/data/sst2/train/negative/960.png
